influencer_id,influencer_name,influencer_main_genre,influencer_active_start
1098,Soundgarden,Pop/Rock,1980
1098,Soundgarden,Pop/Rock,1980
1098,Soundgarden,Pop/Rock,1980
1098,Soundgarden,Pop/Rock,1980
1098,Soundgarden,Pop/Rock,1980
1098,Soundgarden,Pop/Rock,1980
1098,Soundgarden,Pop/Rock,1980
1098,Soundgarden,Pop/Rock,1980
1098,Soundgarden,Pop/Rock,1980
1098,Soundgarden,Pop/Rock,1980
1098,Soundgarden,Pop/Rock,1980
1098,Soundgarden,Pop/Rock,1980
1098,Soundgarden,Pop/Rock,1980
1098,Soundgarden,Pop/Rock,1980
1098,Soundgarden,Pop/Rock,1980
1098,Soundgarden,Pop/Rock,1980
1098,Soundgarden,Pop/Rock,1980
1098,Soundgarden,Pop/Rock,1980
1098,Soundgarden,Pop/Rock,1980
1098,Soundgarden,Pop/Rock,1980
1098,Soundgarden,Pop/Rock,1980
1098,Soundgarden,Pop/Rock,1980
1098,Soundgarden,Pop/Rock,1980
1098,Soundgarden,Pop/Rock,1980
1098,Soundgarden,Pop/Rock,1980
1098,Soundgarden,Pop/Rock,1980
1098,Soundgarden,Pop/Rock,1980
1098,Soundgarden,Pop/Rock,1980
1098,Soundgarden,Pop/Rock,1980
1098,Soundgarden,Pop/Rock,1980
1098,Soundgarden,Pop/Rock,1980
1113,t.A.T.u.,Pop/Rock,2000
1113,t.A.T.u.,Pop/Rock,2000
1113,t.A.T.u.,Pop/Rock,2000
1113,t.A.T.u.,Pop/Rock,2000
1113,t.A.T.u.,Pop/Rock,2000
1163,Serge Chaloff,Jazz,1930
1190,Syreeta,R&B;,1960
1190,Syreeta,R&B;,1960
1190,Syreeta,R&B;,1960
1190,Syreeta,R&B;,1960
1190,Syreeta,R&B;,1960
1266,Alla Rakha,International,1940
1266,Alla Rakha,International,1940
1266,Alla Rakha,International,1940
1433,Pam Tillis,Country,1980
1433,Pam Tillis,Country,1980
1433,Pam Tillis,Country,1980
1433,Pam Tillis,Country,1980
1433,Pam Tillis,Country,1980
1433,Pam Tillis,Country,1980
1433,Pam Tillis,Country,1980
1433,Pam Tillis,Country,1980
1433,Pam Tillis,Country,1980
1433,Pam Tillis,Country,1980
1433,Pam Tillis,Country,1980
1433,Pam Tillis,Country,1980
1433,Pam Tillis,Country,1980
1433,Pam Tillis,Country,1980
1433,Pam Tillis,Country,1980
1433,Pam Tillis,Country,1980
1433,Pam Tillis,Country,1980
1433,Pam Tillis,Country,1980
1433,Pam Tillis,Country,1980
1433,Pam Tillis,Country,1980
1433,Pam Tillis,Country,1980
1433,Pam Tillis,Country,1980
1433,Pam Tillis,Country,1980
1498,All That Remains,Pop/Rock,1990
1498,All That Remains,Pop/Rock,1990
1498,All That Remains,Pop/Rock,1990
1498,All That Remains,Pop/Rock,1990
1498,All That Remains,Pop/Rock,1990
1498,All That Remains,Pop/Rock,1990
1498,All That Remains,Pop/Rock,1990
1498,All That Remains,Pop/Rock,1990
1498,All That Remains,Pop/Rock,1990
1589,Gy_¶rgy Kurt_¡g,Classical,1960
1611,Speedy,Electronic,2000
1611,Speedy,Electronic,2000
2130,Alfred Newman,Stage & Screen,1930
2130,Alfred Newman,Stage & Screen,1930
2130,Alfred Newman,Stage & Screen,1930
2130,Alfred Newman,Stage & Screen,1930
2130,Alfred Newman,Stage & Screen,1930
2130,Alfred Newman,Stage & Screen,1930
2252,Allan Holdsworth,Pop/Rock,1970
2252,Allan Holdsworth,Pop/Rock,1970
2273,Allan Sherman,Comedy/Spoken,1960
2273,Allan Sherman,Comedy/Spoken,1960
2273,Allan Sherman,Comedy/Spoken,1960
2273,Allan Sherman,Comedy/Spoken,1960
2273,Allan Sherman,Comedy/Spoken,1960
2273,Allan Sherman,Comedy/Spoken,1960
2330,Sergio Mendes,Easy Listening,1960
2330,Sergio Mendes,Easy Listening,1960
2330,Sergio Mendes,Easy Listening,1960
2330,Sergio Mendes,Easy Listening,1960
2330,Sergio Mendes,Easy Listening,1960
2330,Sergio Mendes,Easy Listening,1960
2330,Sergio Mendes,Easy Listening,1960
2330,Sergio Mendes,Easy Listening,1960
2330,Sergio Mendes,Easy Listening,1960
2330,Sergio Mendes,Easy Listening,1960
2330,Sergio Mendes,Easy Listening,1960
2330,Sergio Mendes,Easy Listening,1960
2330,Sergio Mendes,Easy Listening,1960
2330,Sergio Mendes,Easy Listening,1960
2330,Sergio Mendes,Easy Listening,1960
2330,Sergio Mendes,Easy Listening,1960
2411,Tangerine Dream,Electronic,1960
2411,Tangerine Dream,Electronic,1960
2411,Tangerine Dream,Electronic,1960
2411,Tangerine Dream,Electronic,1960
2411,Tangerine Dream,Electronic,1960
2411,Tangerine Dream,Electronic,1960
2411,Tangerine Dream,Electronic,1960
2411,Tangerine Dream,Electronic,1960
2411,Tangerine Dream,Electronic,1960
2411,Tangerine Dream,Electronic,1960
2411,Tangerine Dream,Electronic,1960
2411,Tangerine Dream,Electronic,1960
2411,Tangerine Dream,Electronic,1960
2411,Tangerine Dream,Electronic,1960
2411,Tangerine Dream,Electronic,1960
2411,Tangerine Dream,Electronic,1960
2411,Tangerine Dream,Electronic,1960
2411,Tangerine Dream,Electronic,1960
2411,Tangerine Dream,Electronic,1960
2411,Tangerine Dream,Electronic,1960
2411,Tangerine Dream,Electronic,1960
2411,Tangerine Dream,Electronic,1960
2411,Tangerine Dream,Electronic,1960
2411,Tangerine Dream,Electronic,1960
2411,Tangerine Dream,Electronic,1960
2411,Tangerine Dream,Electronic,1960
2411,Tangerine Dream,Electronic,1960
2411,Tangerine Dream,Electronic,1960
2411,Tangerine Dream,Electronic,1960
2411,Tangerine Dream,Electronic,1960
2411,Tangerine Dream,Electronic,1960
2411,Tangerine Dream,Electronic,1960
2411,Tangerine Dream,Electronic,1960
2411,Tangerine Dream,Electronic,1960
2411,Tangerine Dream,Electronic,1960
2411,Tangerine Dream,Electronic,1960
2411,Tangerine Dream,Electronic,1960
2411,Tangerine Dream,Electronic,1960
2411,Tangerine Dream,Electronic,1960
2411,Tangerine Dream,Electronic,1960
2411,Tangerine Dream,Electronic,1960
2411,Tangerine Dream,Electronic,1960
2578,Tanita Tikaram,Pop/Rock,1980
2750,Total,R&B;,1990
2750,Total,R&B;,1990
2750,Total,R&B;,1990
2750,Total,R&B;,1990
2750,Total,R&B;,1990
2750,Total,R&B;,1990
2750,Total,R&B;,1990
2750,Total,R&B;,1990
2867,Pat Travers,Pop/Rock,1970
2867,Pat Travers,Pop/Rock,1970
2867,Pat Travers,Pop/Rock,1970
2867,Pat Travers,Pop/Rock,1970
2867,Pat Travers,Pop/Rock,1970
2867,Pat Travers,Pop/Rock,1970
2867,Pat Travers,Pop/Rock,1970
2867,Pat Travers,Pop/Rock,1970
2867,Pat Travers,Pop/Rock,1970
2867,Pat Travers,Pop/Rock,1970
2867,Pat Travers,Pop/Rock,1970
2867,Pat Travers,Pop/Rock,1970
3056,P.P. Arnold,R&B;,1960
3170,Pablo Cruise,Pop/Rock,1970
3170,Pablo Cruise,Pop/Rock,1970
3170,Pablo Cruise,Pop/Rock,1970
3170,Pablo Cruise,Pop/Rock,1970
3226,Alexisonfire,Pop/Rock,2000
3226,Alexisonfire,Pop/Rock,2000
3226,Alexisonfire,Pop/Rock,2000
3226,Alexisonfire,Pop/Rock,2000
3413,Allan Jones,Vocal,1930
3426,Tank,R&B;,2000
3426,Tank,R&B;,2000
3426,Tank,R&B;,2000
3426,Tank,R&B;,2000
3595,Andrew Lloyd Webber,Stage & Screen,1960
3595,Andrew Lloyd Webber,Stage & Screen,1960
3595,Andrew Lloyd Webber,Stage & Screen,1960
3595,Andrew Lloyd Webber,Stage & Screen,1960
3595,Andrew Lloyd Webber,Stage & Screen,1960
3595,Andrew Lloyd Webber,Stage & Screen,1960
3595,Andrew Lloyd Webber,Stage & Screen,1960
3595,Andrew Lloyd Webber,Stage & Screen,1960
3595,Andrew Lloyd Webber,Stage & Screen,1960
3595,Andrew Lloyd Webber,Stage & Screen,1960
3595,Andrew Lloyd Webber,Stage & Screen,1960
3595,Andrew Lloyd Webber,Stage & Screen,1960
3595,Andrew Lloyd Webber,Stage & Screen,1960
3595,Andrew Lloyd Webber,Stage & Screen,1960
3595,Andrew Lloyd Webber,Stage & Screen,1960
3595,Andrew Lloyd Webber,Stage & Screen,1960
3595,Andrew Lloyd Webber,Stage & Screen,1960
3595,Andrew Lloyd Webber,Stage & Screen,1960
3595,Andrew Lloyd Webber,Stage & Screen,1960
3627,Pato Banton,Reggae,1980
3627,Pato Banton,Reggae,1980
3627,Pato Banton,Reggae,1980
3627,Pato Banton,Reggae,1980
3627,Pato Banton,Reggae,1980
3627,Pato Banton,Reggae,1980
3627,Pato Banton,Reggae,1980
3627,Pato Banton,Reggae,1980
3627,Pato Banton,Reggae,1980
3627,Pato Banton,Reggae,1980
3627,Pato Banton,Reggae,1980
3627,Pato Banton,Reggae,1980
3669,Southern Culture on the Skids,Pop/Rock,1980
3669,Southern Culture on the Skids,Pop/Rock,1980
3669,Southern Culture on the Skids,Pop/Rock,1980
3669,Southern Culture on the Skids,Pop/Rock,1980
3669,Southern Culture on the Skids,Pop/Rock,1980
3669,Southern Culture on the Skids,Pop/Rock,1980
3669,Southern Culture on the Skids,Pop/Rock,1980
3669,Southern Culture on the Skids,Pop/Rock,1980
3669,Southern Culture on the Skids,Pop/Rock,1980
3669,Southern Culture on the Skids,Pop/Rock,1980
3669,Southern Culture on the Skids,Pop/Rock,1980
3669,Southern Culture on the Skids,Pop/Rock,1980
3669,Southern Culture on the Skids,Pop/Rock,1980
3669,Southern Culture on the Skids,Pop/Rock,1980
3669,Southern Culture on the Skids,Pop/Rock,1980
3669,Southern Culture on the Skids,Pop/Rock,1980
3669,Southern Culture on the Skids,Pop/Rock,1980
3669,Southern Culture on the Skids,Pop/Rock,1980
3829,T-Bone Walker,Blues,1930
3829,T-Bone Walker,Blues,1930
3829,T-Bone Walker,Blues,1930
3829,T-Bone Walker,Blues,1930
3829,T-Bone Walker,Blues,1930
3829,T-Bone Walker,Blues,1930
3829,T-Bone Walker,Blues,1930
3829,T-Bone Walker,Blues,1930
3829,T-Bone Walker,Blues,1930
3829,T-Bone Walker,Blues,1930
3829,T-Bone Walker,Blues,1930
3829,T-Bone Walker,Blues,1930
3829,T-Bone Walker,Blues,1930
3829,T-Bone Walker,Blues,1930
3829,T-Bone Walker,Blues,1930
3829,T-Bone Walker,Blues,1930
3829,T-Bone Walker,Blues,1930
3829,T-Bone Walker,Blues,1930
3829,T-Bone Walker,Blues,1930
3829,T-Bone Walker,Blues,1930
3829,T-Bone Walker,Blues,1930
3829,T-Bone Walker,Blues,1930
3829,T-Bone Walker,Blues,1930
3829,T-Bone Walker,Blues,1930
3829,T-Bone Walker,Blues,1930
3829,T-Bone Walker,Blues,1930
3829,T-Bone Walker,Blues,1930
3829,T-Bone Walker,Blues,1930
3829,T-Bone Walker,Blues,1930
3829,T-Bone Walker,Blues,1930
3829,T-Bone Walker,Blues,1930
3829,T-Bone Walker,Blues,1930
3829,T-Bone Walker,Blues,1930
3829,T-Bone Walker,Blues,1930
3829,T-Bone Walker,Blues,1930
3829,T-Bone Walker,Blues,1930
3829,T-Bone Walker,Blues,1930
3829,T-Bone Walker,Blues,1930
3829,T-Bone Walker,Blues,1930
3829,T-Bone Walker,Blues,1930
3829,T-Bone Walker,Blues,1930
3829,T-Bone Walker,Blues,1930
3829,T-Bone Walker,Blues,1930
3829,T-Bone Walker,Blues,1930
3829,T-Bone Walker,Blues,1930
3829,T-Bone Walker,Blues,1930
3829,T-Bone Walker,Blues,1930
3829,T-Bone Walker,Blues,1930
3829,T-Bone Walker,Blues,1930
3829,T-Bone Walker,Blues,1930
4358,Tony Rebel,Reggae,1990
4451,T.S.O.L.,Pop/Rock,1980
4451,T.S.O.L.,Pop/Rock,1980
4451,T.S.O.L.,Pop/Rock,1980
4451,T.S.O.L.,Pop/Rock,1980
4458,Parijat,New Age,2000
4553,T-Connection,R&B;,1970
4852,Selena,Latin,1980
4852,Selena,Latin,1980
4852,Selena,Latin,1980
4852,Selena,Latin,1980
4852,Selena,Latin,1980
4852,Selena,Latin,1980
4852,Selena,Latin,1980
4852,Selena,Latin,1980
4852,Selena,Latin,1980
4852,Selena,Latin,1980
4852,Selena,Latin,1980
4852,Selena,Latin,1980
4852,Selena,Latin,1980
4852,Selena,Latin,1980
4852,Selena,Latin,1980
4852,Selena,Latin,1980
4852,Selena,Latin,1980
4852,Selena,Latin,1980
4852,Selena,Latin,1980
4852,Selena,Latin,1980
4852,Selena,Latin,1980
4852,Selena,Latin,1980
4955,Space,Pop/Rock,1990
4955,Space,Pop/Rock,1990
5307,Alicia Keys,R&B;,1990
5307,Alicia Keys,R&B;,1990
5307,Alicia Keys,R&B;,1990
5307,Alicia Keys,R&B;,1990
5307,Alicia Keys,R&B;,1990
5307,Alicia Keys,R&B;,1990
5307,Alicia Keys,R&B;,1990
5307,Alicia Keys,R&B;,1990
5307,Alicia Keys,R&B;,1990
5307,Alicia Keys,R&B;,1990
5307,Alicia Keys,R&B;,1990
5307,Alicia Keys,R&B;,1990
5307,Alicia Keys,R&B;,1990
5307,Alicia Keys,R&B;,1990
5307,Alicia Keys,R&B;,1990
5307,Alicia Keys,R&B;,1990
5307,Alicia Keys,R&B;,1990
5307,Alicia Keys,R&B;,1990
5307,Alicia Keys,R&B;,1990
5307,Alicia Keys,R&B;,1990
5307,Alicia Keys,R&B;,1990
5307,Alicia Keys,R&B;,1990
5307,Alicia Keys,R&B;,1990
5307,Alicia Keys,R&B;,1990
5307,Alicia Keys,R&B;,1990
5307,Alicia Keys,R&B;,1990
5307,Alicia Keys,R&B;,1990
5307,Alicia Keys,R&B;,1990
5366,Alfredo Gutierrez,Latin,1950
5441,Pantera,Pop/Rock,1980
5441,Pantera,Pop/Rock,1980
5441,Pantera,Pop/Rock,1980
5441,Pantera,Pop/Rock,1980
5441,Pantera,Pop/Rock,1980
5441,Pantera,Pop/Rock,1980
5441,Pantera,Pop/Rock,1980
5441,Pantera,Pop/Rock,1980
5441,Pantera,Pop/Rock,1980
5441,Pantera,Pop/Rock,1980
5441,Pantera,Pop/Rock,1980
5441,Pantera,Pop/Rock,1980
5441,Pantera,Pop/Rock,1980
5441,Pantera,Pop/Rock,1980
5441,Pantera,Pop/Rock,1980
5441,Pantera,Pop/Rock,1980
5441,Pantera,Pop/Rock,1980
5441,Pantera,Pop/Rock,1980
5441,Pantera,Pop/Rock,1980
5441,Pantera,Pop/Rock,1980
5441,Pantera,Pop/Rock,1980
5441,Pantera,Pop/Rock,1980
5441,Pantera,Pop/Rock,1980
5441,Pantera,Pop/Rock,1980
5441,Pantera,Pop/Rock,1980
5441,Pantera,Pop/Rock,1980
5441,Pantera,Pop/Rock,1980
5441,Pantera,Pop/Rock,1980
5441,Pantera,Pop/Rock,1980
5441,Pantera,Pop/Rock,1980
5441,Pantera,Pop/Rock,1980
5441,Pantera,Pop/Rock,1980
5441,Pantera,Pop/Rock,1980
5441,Pantera,Pop/Rock,1980
5441,Pantera,Pop/Rock,1980
5441,Pantera,Pop/Rock,1980
5441,Pantera,Pop/Rock,1980
5441,Pantera,Pop/Rock,1980
5441,Pantera,Pop/Rock,1980
5441,Pantera,Pop/Rock,1980
5441,Pantera,Pop/Rock,1980
5441,Pantera,Pop/Rock,1980
5441,Pantera,Pop/Rock,1980
5441,Pantera,Pop/Rock,1980
5441,Pantera,Pop/Rock,1980
5441,Pantera,Pop/Rock,1980
5441,Pantera,Pop/Rock,1980
5441,Pantera,Pop/Rock,1980
5441,Pantera,Pop/Rock,1980
5441,Pantera,Pop/Rock,1980
5441,Pantera,Pop/Rock,1980
5441,Pantera,Pop/Rock,1980
5441,Pantera,Pop/Rock,1980
5441,Pantera,Pop/Rock,1980
5441,Pantera,Pop/Rock,1980
5441,Pantera,Pop/Rock,1980
5441,Pantera,Pop/Rock,1980
5441,Pantera,Pop/Rock,1980
5441,Pantera,Pop/Rock,1980
5441,Pantera,Pop/Rock,1980
5441,Pantera,Pop/Rock,1980
5441,Pantera,Pop/Rock,1980
5441,Pantera,Pop/Rock,1980
5441,Pantera,Pop/Rock,1980
5441,Pantera,Pop/Rock,1980
5501,System of a Down,Pop/Rock,1990
5501,System of a Down,Pop/Rock,1990
5501,System of a Down,Pop/Rock,1990
5501,System of a Down,Pop/Rock,1990
5501,System of a Down,Pop/Rock,1990
5501,System of a Down,Pop/Rock,1990
5501,System of a Down,Pop/Rock,1990
5501,System of a Down,Pop/Rock,1990
5501,System of a Down,Pop/Rock,1990
5501,System of a Down,Pop/Rock,1990
5501,System of a Down,Pop/Rock,1990
5501,System of a Down,Pop/Rock,1990
5501,System of a Down,Pop/Rock,1990
5501,System of a Down,Pop/Rock,1990
5501,System of a Down,Pop/Rock,1990
5501,System of a Down,Pop/Rock,1990
5501,System of a Down,Pop/Rock,1990
5501,System of a Down,Pop/Rock,1990
5501,System of a Down,Pop/Rock,1990
5501,System of a Down,Pop/Rock,1990
5501,System of a Down,Pop/Rock,1990
5501,System of a Down,Pop/Rock,1990
5501,System of a Down,Pop/Rock,1990
5501,System of a Down,Pop/Rock,1990
5501,System of a Down,Pop/Rock,1990
5501,System of a Down,Pop/Rock,1990
5501,System of a Down,Pop/Rock,1990
5501,System of a Down,Pop/Rock,1990
5882,T. Rex,Pop/Rock,1960
5882,T. Rex,Pop/Rock,1960
5882,T. Rex,Pop/Rock,1960
5882,T. Rex,Pop/Rock,1960
5882,T. Rex,Pop/Rock,1960
5882,T. Rex,Pop/Rock,1960
5882,T. Rex,Pop/Rock,1960
5882,T. Rex,Pop/Rock,1960
5882,T. Rex,Pop/Rock,1960
5882,T. Rex,Pop/Rock,1960
5882,T. Rex,Pop/Rock,1960
5882,T. Rex,Pop/Rock,1960
5882,T. Rex,Pop/Rock,1960
5882,T. Rex,Pop/Rock,1960
5882,T. Rex,Pop/Rock,1960
5882,T. Rex,Pop/Rock,1960
5882,T. Rex,Pop/Rock,1960
5882,T. Rex,Pop/Rock,1960
5882,T. Rex,Pop/Rock,1960
5882,T. Rex,Pop/Rock,1960
5882,T. Rex,Pop/Rock,1960
5882,T. Rex,Pop/Rock,1960
5882,T. Rex,Pop/Rock,1960
5882,T. Rex,Pop/Rock,1960
5882,T. Rex,Pop/Rock,1960
5882,T. Rex,Pop/Rock,1960
5882,T. Rex,Pop/Rock,1960
5882,T. Rex,Pop/Rock,1960
5882,T. Rex,Pop/Rock,1960
5882,T. Rex,Pop/Rock,1960
5882,T. Rex,Pop/Rock,1960
5882,T. Rex,Pop/Rock,1960
5882,T. Rex,Pop/Rock,1960
5882,T. Rex,Pop/Rock,1960
5882,T. Rex,Pop/Rock,1960
5882,T. Rex,Pop/Rock,1960
5882,T. Rex,Pop/Rock,1960
5882,T. Rex,Pop/Rock,1960
5882,T. Rex,Pop/Rock,1960
5882,T. Rex,Pop/Rock,1960
5882,T. Rex,Pop/Rock,1960
5882,T. Rex,Pop/Rock,1960
5882,T. Rex,Pop/Rock,1960
5882,T. Rex,Pop/Rock,1960
5882,T. Rex,Pop/Rock,1960
5882,T. Rex,Pop/Rock,1960
5882,T. Rex,Pop/Rock,1960
5882,T. Rex,Pop/Rock,1960
5882,T. Rex,Pop/Rock,1960
5882,T. Rex,Pop/Rock,1960
5882,T. Rex,Pop/Rock,1960
5882,T. Rex,Pop/Rock,1960
5882,T. Rex,Pop/Rock,1960
5882,T. Rex,Pop/Rock,1960
5882,T. Rex,Pop/Rock,1960
5882,T. Rex,Pop/Rock,1960
5882,T. Rex,Pop/Rock,1960
5882,T. Rex,Pop/Rock,1960
5882,T. Rex,Pop/Rock,1960
5882,T. Rex,Pop/Rock,1960
5882,T. Rex,Pop/Rock,1960
5882,T. Rex,Pop/Rock,1960
5882,T. Rex,Pop/Rock,1960
5882,T. Rex,Pop/Rock,1960
5882,T. Rex,Pop/Rock,1960
5882,T. Rex,Pop/Rock,1960
5882,T. Rex,Pop/Rock,1960
5882,T. Rex,Pop/Rock,1960
5882,T. Rex,Pop/Rock,1960
5882,T. Rex,Pop/Rock,1960
5882,T. Rex,Pop/Rock,1960
5882,T. Rex,Pop/Rock,1960
5882,T. Rex,Pop/Rock,1960
5882,T. Rex,Pop/Rock,1960
5882,T. Rex,Pop/Rock,1960
5882,T. Rex,Pop/Rock,1960
5882,T. Rex,Pop/Rock,1960
5882,T. Rex,Pop/Rock,1960
5882,T. Rex,Pop/Rock,1960
5882,T. Rex,Pop/Rock,1960
5882,T. Rex,Pop/Rock,1960
5882,T. Rex,Pop/Rock,1960
5953,Alice Cooper,Pop/Rock,1960
5953,Alice Cooper,Pop/Rock,1960
5953,Alice Cooper,Pop/Rock,1960
5953,Alice Cooper,Pop/Rock,1960
5953,Alice Cooper,Pop/Rock,1960
5953,Alice Cooper,Pop/Rock,1960
5953,Alice Cooper,Pop/Rock,1960
5953,Alice Cooper,Pop/Rock,1960
5953,Alice Cooper,Pop/Rock,1960
5953,Alice Cooper,Pop/Rock,1960
5953,Alice Cooper,Pop/Rock,1960
5953,Alice Cooper,Pop/Rock,1960
5953,Alice Cooper,Pop/Rock,1960
5953,Alice Cooper,Pop/Rock,1960
5953,Alice Cooper,Pop/Rock,1960
5953,Alice Cooper,Pop/Rock,1960
5953,Alice Cooper,Pop/Rock,1960
5953,Alice Cooper,Pop/Rock,1960
5953,Alice Cooper,Pop/Rock,1960
5953,Alice Cooper,Pop/Rock,1960
5953,Alice Cooper,Pop/Rock,1960
5953,Alice Cooper,Pop/Rock,1960
5953,Alice Cooper,Pop/Rock,1960
5953,Alice Cooper,Pop/Rock,1960
5953,Alice Cooper,Pop/Rock,1960
5953,Alice Cooper,Pop/Rock,1960
5953,Alice Cooper,Pop/Rock,1960
5953,Alice Cooper,Pop/Rock,1960
5953,Alice Cooper,Pop/Rock,1960
5953,Alice Cooper,Pop/Rock,1960
5953,Alice Cooper,Pop/Rock,1960
5953,Alice Cooper,Pop/Rock,1960
5953,Alice Cooper,Pop/Rock,1960
5953,Alice Cooper,Pop/Rock,1960
5953,Alice Cooper,Pop/Rock,1960
5953,Alice Cooper,Pop/Rock,1960
5953,Alice Cooper,Pop/Rock,1960
5953,Alice Cooper,Pop/Rock,1960
5953,Alice Cooper,Pop/Rock,1960
5953,Alice Cooper,Pop/Rock,1960
5953,Alice Cooper,Pop/Rock,1960
5953,Alice Cooper,Pop/Rock,1960
5953,Alice Cooper,Pop/Rock,1960
5953,Alice Cooper,Pop/Rock,1960
5953,Alice Cooper,Pop/Rock,1960
5953,Alice Cooper,Pop/Rock,1960
5953,Alice Cooper,Pop/Rock,1960
5953,Alice Cooper,Pop/Rock,1960
5953,Alice Cooper,Pop/Rock,1960
5953,Alice Cooper,Pop/Rock,1960
5953,Alice Cooper,Pop/Rock,1960
5953,Alice Cooper,Pop/Rock,1960
5953,Alice Cooper,Pop/Rock,1960
5953,Alice Cooper,Pop/Rock,1960
5953,Alice Cooper,Pop/Rock,1960
5953,Alice Cooper,Pop/Rock,1960
5953,Alice Cooper,Pop/Rock,1960
5953,Alice Cooper,Pop/Rock,1960
5953,Alice Cooper,Pop/Rock,1960
5953,Alice Cooper,Pop/Rock,1960
5953,Alice Cooper,Pop/Rock,1960
